,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
174,175,2011,고백,나카시마 테츠야,(주)미로비젼,2011-03-31,일본,36,337747500,43127,드라마,청소년관람불가,독립/예술영화
175,176,2011,히어애프터,클린트 이스트우드,워너브러더스 코리아(주),2011-03-24,미국,112,336316000,45755,드라마,12세이상관람가,일반영화
176,177,2011,더 킥,"프라챠 핀카엡,이종석",(주)쇼박스,2011-11-03,한국,153,331287500,48396,액션,12세이상관람가,일반영화
177,178,2011,혈투,박훈정,(주)싸이더스,2011-02-24,한국,169,329280000,43947,액션,15세이상관람가,일반영화
178,179,2011,샤오린 : 최후의 결전,진목승,(주)에스비에스콘텐츠허브,2011-08-25,홍콩,182,329194000,45275,드라마,15세이상관람가,일반영화
179,180,2011,세인트 클라우드,버 스티어스,유니버설픽쳐스인터내셔널 코리아(유),2011-01-13,미국,179,304965000,40766,멜로/로맨스,12세이상관람가,일반영화
180,181,2011,노다메 칸타빌레 최종악장,"카와무라 야스히로,타케우치 히데키","(주)미로비젼,아뮤즈코리아(주)",2011-01-13,일본,31,289590500,39585,드라마,12세이상관람가,독립/예술영화
181,182,2011,마오의 라스트 댄서,브루스 베레스포드,(주)에스비에스콘텐츠허브,2011-04-28,호주,171,284739000,40519,드라마,전체관람가,독립/예술영화
182,183,2011,쟈니 잉글리쉬2 : 네버다이,올리버 파커,유니버설픽쳐스인터내셔널 코리아(유),2011-11-02,미국,139,269751500,37823,코미디,전체관람가,일반영화
183,184,2011,음모자,로버트 레드포드,판씨네마(주),2011-06-30,미국,35,263503000,34625,드라마,12세이상관람가,독립/예술영화
184,185,2011,드라이브 앵그리 3D,패트릭 루지어,롯데쇼핑㈜롯데엔터테인먼트,2011-08-25,미국,160,252405500,30221,액션,청소년관람불가,일반영화
185,186,2011,더 브레이브,"에단 코엔,조엘 코엔",CJ ENM,2011-02-24,미국,51,240423500,31152,드라마,15세이상관람가,일반영화
186,187,2011,지구대표 롤링스타즈,임상준,롯데쇼핑㈜롯데엔터테인먼트,2011-03-24,한국,171,230047000,35578,애니메이션,전체관람가,일반영화
187,188,2011,소명 3 : 히말라야의 슈바이처,신현원,(주)에스피엠,2011-04-07,한국,32,212483500,31265,다큐멘터리,전체관람가,독립/예술영화
188,189,2011,무협,진가신,(주)넥스트엔터테인먼트월드(NEW),2011-11-17,홍콩,137,206464500,28698,액션,15세이상관람가,일반영화
189,190,2011,리멤버 미,앨런 콜터,㈜케이디미디어,2011-03-03,미국,139,200247000,26629,멜로/로맨스,15세이상관람가,일반영화
190,191,2011,원라이프,"마이클 건톤,마샤 홈즈",(주)씨제이이엔엠,2011-08-17,영국,158,163408600,24348,다큐멘터리,전체관람가,일반영화
191,192,2011,워리어,게빈 오코너,(주)화앤담이엔티,2011-11-02,미국,142,150308500,20702,드라마,15세이상관람가,일반영화
192,193,2011,상실의 시대,트란 안 홍,예지림엔터테인먼트,2011-04-21,일본,53,144737800,18872,드라마,청소년관람불가,독립/예술영화
193,194,2011,드라이브,니콜라스 윈딩 레픈,"주식회사 풍경소리,판씨네마(주)",2011-11-17,미국,76,143009500,18471,액션,청소년관람불가,독립/예술영화
194,195,2011,초(민망한)능력자들,그랜트 헤스로브,팝엔터테인먼트,2011-07-07,미국,64,135409000,18023,코미디,12세이상관람가,독립/예술영화
195,196,2011,토마스와 친구들 - 극장판 3,그렉 티어넌,에이원엔터테인먼트,2011-05-05,영국,110,130641500,18845,애니메이션,전체관람가,일반영화
196,197,2011,스톤,존 커랜,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-10-06,미국,77,116295000,15241,드라마,청소년관람불가,일반영화
197,198,2011,바보야,강성옥,주식회사 마운틴픽쳐스,2011-04-21,한국,57,91693000,17097,다큐멘터리,전체관람가,독립/예술영화
198,199,2011,플레이,남다정,(주)영화사 진진,2011-06-23,한국,33,90702000,12522,드라마,전체관람가,독립/예술영화
199,200,2011,최종병기 활 감독확장판,김한민,롯데쇼핑㈜롯데엔터테인먼트,2011-10-20,한국,52,86374000,11547,사극,청소년관람불가,일반영화
200,201,2011,서유기 리턴즈,신동엽,(주)영화사 조제,2011-02-17,한국,59,80194000,12696,코미디,전체관람가,일반영화
201,202,2011,극장판 메이저 : 우정의 강속구,카토 타카오,에이원엔터테인먼트,2011-10-20,일본,105,70124000,11162,애니메이션,전체관람가,일반영화
202,203,2011,최후의 툰드라-극장판,"장경수,김종일,이승재",(주)에스비에스콘텐츠허브,2011-02-17,한국,39,67143500,10169,다큐멘터리,전체관람가,독립/예술영화
203,204,2011,재스퍼,"에카르트 핑베르크,카이 델벤탈",(주)시너지하우스 (시너지),2011-08-17,독일,86,65333500,9753,애니메이션,전체관람가,일반영화
204,205,2011,량강도 아이들,"김성훈,정성산",(주)영화사샘,2011-11-17,한국,34,63420000,9512,코미디,전체관람가,독립/예술영화
205,206,2011,사운드 오브 노이즈,"올라 시몬손,요하네스 슈테르네 닐슨",㈜씨에이엔,2011-09-29,스웨덴,35,62493000,8461,코미디,12세이상관람가,독립/예술영화
206,207,2011,타이머,잭 쉐퍼,프리비젼엔터테인먼트,2011-03-10,미국,40,59880000,7882,코미디,15세이상관람가,독립/예술영화
207,208,2011,홍길동 2084,이정인,타임스토리그룹(주),2011-08-18,한국,36,31703500,4434,애니메이션,전체관람가,독립/예술영화
208,209,2011,마셰티,"로버트 로드리게즈,에단 마니퀴스",(주)화앤담이엔티,2011-04-21,미국,35,27981000,3702,액션,청소년관람불가,일반영화
209,210,2011,아프리카의 눈물,"장형원,한학수",주식회사 마운틴픽쳐스,2011-03-24,한국,36,27500000,3824,다큐멘터리,12세이상관람가,독립/예술영화
210,211,2011,퍼블릭 에너미 넘버원,장-프랑소와 리셰,예지림엔터테인먼트,2011-08-25,프랑스,35,26932000,3410,액션,청소년관람불가,일반영화
211,212,2011,닷핵퀀텀 : 숨겨진 몬스터의 비밀,타치바나 마사키,팝엔터테인먼트,2011-08-18,일본,35,6960000,1067,애니메이션,전체관람가,일반영화
